year,rate_spread,count
2013,01.55,548.0
2013,01.56,560.0
2013,01.57,507.0
2013,01.58,505.0
2013,01.59,533.0
2013,01.60,493.0
2013,01.61,489.0
2013,01.62,489.0
2013,01.63,484.0
2013,01.64,436.0
2013,01.65,487.0
2013,01.66,458.0
2013,01.67,436.0
2013,01.68,459.0
2013,01.69,405.0
2013,01.70,410.0
2013,01.71,353.0
2013,01.72,400.0
2013,01.73,364.0
2013,01.74,357.0
2013,01.75,366.0
2013,01.76,364.0
2013,01.77,390.0
2013,01.78,312.0
2013,01.79,308.0
2013,01.80,339.0
2013,01.81,300.0
2013,01.82,294.0
2013,01.83,293.0
2013,01.84,305.0
2013,01.85,295.0
2013,01.86,324.0
2013,01.87,291.0
2013,01.88,299.0
2013,01.89,281.0
2013,01.90,305.0
2013,01.91,314.0
2013,01.92,282.0
2013,01.93,262.0
2013,01.94,270.0
2013,01.95,245.0
2013,01.96,249.0
2013,01.97,274.0
2013,01.98,263.0
2013,01.99,239.0
2013,02.00,298.0
2013,02.01,248.0
2013,02.02,235.0
2013,02.03,235.0
2013,02.04,253.0
2013,02.05,264.0
2013,02.06,240.0
2013,02.07,210.0
2013,02.08,230.0
2013,02.09,227.0
2013,02.10,243.0
2013,02.11,224.0
2013,02.12,226.0
2013,02.13,242.0
2013,02.14,228.0
2013,02.15,260.0
2013,02.16,276.0
2013,02.17,222.0
2013,02.18,228.0
2013,02.19,250.0
2013,02.20,231.0
2013,02.21,235.0
2013,02.22,220.0
2013,02.23,233.0
2013,02.24,248.0
2013,02.25,208.0
2013,02.26,225.0
2013,02.27,209.0
2013,02.28,189.0
2013,02.29,209.0
2013,02.30,195.0
2013,02.31,177.0
2013,02.32,208.0
2013,02.33,174.0
2013,02.34,179.0
2013,02.35,185.0
2013,02.36,175.0
2013,02.37,191.0
2013,02.38,187.0
2013,02.39,172.0
2013,02.40,180.0
2013,02.41,206.0
2013,02.42,173.0
2013,02.43,157.0
2013,02.44,196.0
2013,02.45,168.0
2013,02.46,154.0
2013,02.47,155.0
2013,02.48,162.0
2013,02.49,166.0
2013,02.50,170.0
2013,02.51,152.0
2013,02.52,138.0
2013,02.53,147.0
2013,02.54,132.0
2013,02.55,129.0
2013,02.56,143.0
2013,02.57,138.0
2013,02.58,168.0
2013,02.59,143.0
2013,02.60,137.0
2013,02.61,150.0
2013,02.62,155.0
2013,02.63,153.0
2013,02.64,170.0
2013,02.65,131.0
2013,02.66,153.0
2013,02.67,145.0
2013,02.68,118.0
2013,02.69,125.0
2013,02.70,123.0
2013,02.71,110.0
2013,02.72,127.0
2013,02.73,132.0
2013,02.74,111.0
2013,02.75,103.0
2013,02.76,119.0
2013,02.77,107.0
2013,02.78,108.0
2013,02.79,121.0
2013,02.80,115.0
2013,02.81,105.0
2013,02.82,96.0
2013,02.83,98.0
2013,02.84,116.0
2013,02.85,114.0
2013,02.86,109.0
2013,02.87,95.0
2013,02.88,92.0
2013,02.89,95.0
2013,02.90,96.0
2013,02.91,102.0
2013,02.92,105.0
2013,02.93,114.0
2013,02.94,113.0
2013,02.95,118.0
2013,02.96,141.0
2013,02.97,112.0
2013,02.98,95.0
2013,02.99,114.0
2013,03.00,98.0
2013,03.01,106.0
2013,03.02,81.0
2013,03.03,74.0
2013,03.04,75.0
2013,03.05,97.0
2013,03.06,77.0
2013,03.07,91.0
2013,03.08,79.0
2013,03.09,82.0
2013,03.10,98.0
2013,03.11,87.0
2013,03.12,97.0
2013,03.13,89.0
2013,03.14,90.0
2013,03.15,98.0
2013,03.16,78.0
2013,03.17,89.0
2013,03.18,61.0
2013,03.19,85.0
2013,03.20,91.0
2013,03.21,77.0
2013,03.22,65.0
2013,03.23,74.0
2013,03.24,70.0
2013,03.25,85.0
2013,03.26,60.0
2013,03.27,81.0
2013,03.28,62.0
2013,03.29,54.0
2013,03.30,54.0
2013,03.31,60.0
2013,03.32,53.0
2013,03.33,50.0
2013,03.34,46.0
2013,03.35,68.0
2013,03.36,61.0
2013,03.37,49.0
2013,03.38,58.0
2013,03.39,63.0
2013,03.40,61.0
2013,03.41,68.0
2013,03.42,67.0
2013,03.43,53.0
2013,03.44,60.0
2013,03.45,60.0
2013,03.46,48.0
2013,03.47,50.0
2013,03.48,62.0
2013,03.49,56.0
2013,03.50,97.0
2013,03.51,84.0
2013,03.52,73.0
2013,03.53,95.0
2013,03.54,80.0
2013,03.55,93.0
2013,03.56,77.0
2013,03.57,87.0
2013,03.58,94.0
2013,03.59,63.0
2013,03.60,85.0
2013,03.61,78.0
2013,03.62,82.0
2013,03.63,106.0
2013,03.64,78.0
2013,03.65,76.0
2013,03.66,66.0
2013,03.67,72.0
2013,03.68,76.0
2013,03.69,71.0
2013,03.70,71.0
2013,03.71,67.0
2013,03.72,81.0
2013,03.73,70.0
2013,03.74,63.0
2013,03.75,80.0
2013,03.76,55.0
2013,03.77,49.0
2013,03.78,44.0
2013,03.79,61.0
2013,03.80,63.0
2013,03.81,64.0
2013,03.82,40.0
2013,03.83,54.0
2013,03.84,55.0
2013,03.85,50.0
2013,03.86,49.0
2013,03.87,69.0
2013,03.88,63.0
2013,03.89,61.0
2013,03.90,53.0
2013,03.91,59.0
2013,03.92,55.0
2013,03.93,46.0
2013,03.94,40.0
2013,03.95,46.0
2013,03.96,55.0
2013,03.97,45.0
2013,03.98,43.0
2013,03.99,38.0
2013,04.00,63.0
2013,04.01,37.0
2013,04.02,54.0
2013,04.03,46.0
2013,04.04,46.0
2013,04.05,44.0
2013,04.06,43.0
2013,04.07,51.0
2013,04.08,39.0
2013,04.09,40.0
2013,04.10,54.0
2013,04.11,32.0
2013,04.12,47.0
2013,04.13,52.0
2013,04.14,42.0
2013,04.15,39.0
2013,04.16,40.0
2013,04.17,46.0
2013,04.18,37.0
2013,04.19,47.0
2013,04.20,44.0
2013,04.21,34.0
2013,04.22,43.0
2013,04.23,36.0
2013,04.24,48.0
2013,04.25,48.0
2013,04.26,40.0
2013,04.27,36.0
2013,04.28,42.0
2013,04.29,33.0
2013,04.30,35.0
2013,04.31,33.0
2013,04.32,35.0
2013,04.33,37.0
2013,04.34,34.0
2013,04.35,34.0
2013,04.36,37.0
2013,04.37,48.0
2013,04.38,42.0
2013,04.39,45.0
2013,04.40,34.0
2013,04.41,38.0
2013,04.42,36.0
2013,04.43,36.0
2013,04.44,45.0
2013,04.45,35.0
2013,04.46,44.0
2013,04.47,33.0
2013,04.48,36.0
2013,04.49,34.0
2013,04.50,46.0
2013,04.51,27.0
2013,04.52,34.0
2013,04.53,37.0
2013,04.54,33.0
2013,04.55,26.0
2013,04.56,33.0
2013,04.57,22.0
2013,04.58,41.0
2013,04.59,40.0
2013,04.60,24.0
2013,04.61,26.0
2013,04.62,20.0
2013,04.63,22.0
2013,04.64,19.0
2013,04.65,27.0
2013,04.66,19.0
2013,04.67,17.0
2013,04.68,33.0
2013,04.69,19.0
2013,04.70,18.0
2013,04.71,19.0
2013,04.72,23.0
2013,04.73,24.0
2013,04.74,16.0
2013,04.75,17.0
2013,04.76,18.0
2013,04.77,10.0
2013,04.78,17.0
2013,04.79,23.0
2013,04.80,24.0
2013,04.81,17.0
2013,04.82,13.0
2013,04.83,14.0
2013,04.84,17.0
2013,04.85,17.0
2013,04.86,14.0
2013,04.87,15.0
2013,04.88,24.0
2013,04.89,15.0
2013,04.90,14.0
2013,04.91,12.0
2013,04.92,18.0
2013,04.93,14.0
2013,04.94,16.0
2013,04.95,17.0
2013,04.96,11.0
2013,04.97,15.0
2013,04.98,17.0
2013,04.99,15.0
2013,05.00,37.0
2013,05.01,10.0
2013,05.02,12.0
2013,05.03,12.0
2013,05.04,14.0
2013,05.05,13.0
2013,05.06,8.0
2013,05.07,8.0
2013,05.08,11.0
2013,05.09,11.0
2013,05.10,19.0
2013,05.11,12.0
2013,05.12,17.0
2013,05.13,13.0
2013,05.14,17.0
2013,05.15,17.0
2013,05.16,6.0
2013,05.17,17.0
2013,05.18,9.0
2013,05.19,12.0
2013,05.20,16.0
2013,05.21,17.0
2013,05.22,11.0
2013,05.23,9.0
2013,05.24,5.0
2013,05.25,10.0
2013,05.26,8.0
2013,05.27,10.0
2013,05.28,11.0
2013,05.29,10.0
2013,05.30,7.0
2013,05.31,11.0
2013,05.32,12.0
2013,05.33,7.0
2013,05.34,9.0
2013,05.35,6.0
2013,05.36,7.0
2013,05.37,13.0
2013,05.38,5.0
2013,05.39,14.0
2013,05.40,8.0
2013,05.41,12.0
2013,05.42,8.0
2013,05.43,9.0
2013,05.44,11.0
2013,05.45,11.0
2013,05.46,8.0
2013,05.47,8.0
2013,05.48,13.0
2013,05.49,12.0
2013,05.50,7.0
2013,05.51,10.0
2013,05.52,14.0
2013,05.53,7.0
2013,05.54,6.0
2013,05.55,6.0
2013,05.56,4.0
2013,05.57,5.0
2013,05.58,7.0
2013,05.59,14.0
2013,05.60,10.0
2013,05.61,5.0
2013,05.62,7.0
2013,05.63,7.0
2013,05.64,13.0
2013,05.65,3.0
2013,05.66,8.0
2013,05.67,8.0
2013,05.68,9.0
2013,05.69,6.0
2013,05.70,7.0
2013,05.71,7.0
2013,05.72,7.0
2013,05.73,4.0
2013,05.74,7.0
2013,05.75,7.0
2013,05.76,4.0
2013,05.77,8.0
2013,05.78,7.0
2013,05.79,8.0
2013,05.80,10.0
2013,05.81,4.0
2013,05.82,9.0
2013,05.83,8.0
2013,05.84,7.0
2013,05.85,3.0
2013,05.86,7.0
2013,05.87,6.0
2013,05.88,5.0
2013,05.89,8.0
2013,05.90,9.0
2013,05.91,8.0
2013,05.92,10.0
2013,05.93,8.0
2013,05.94,5.0
2013,05.95,6.0
2013,05.96,6.0
2013,05.97,6.0
2013,05.98,7.0
2013,05.99,4.0
2013,06.00,47.0
2013,06.01,4.0
2013,06.02,1.0
2013,06.03,4.0
2013,06.04,5.0
2013,06.05,3.0
2013,06.06,4.0
2013,06.07,3.0
2013,06.08,2.0
2013,06.09,6.0
2013,06.10,9.0
2013,06.11,6.0
2013,06.12,4.0
2013,06.13,7.0
2013,06.14,4.0
2013,06.15,3.0
2013,06.16,1.0
2013,06.17,4.0
2013,06.18,1.0
2013,06.19,4.0
2013,06.21,4.0
2013,06.22,1.0
2013,06.23,3.0
2013,06.24,8.0
2013,06.25,9.0
2013,06.26,3.0
2013,06.27,6.0
2013,06.28,2.0
2013,06.29,2.0
2013,06.30,3.0
2013,06.31,1.0
2013,06.32,5.0
2013,06.33,1.0
2013,06.34,8.0
2013,06.35,5.0
2013,06.36,2.0
2013,06.37,2.0
2013,06.39,5.0
2013,06.40,1.0
2013,06.41,4.0
2013,06.42,4.0
2013,06.43,2.0
2013,06.44,4.0
2013,06.45,3.0
2013,06.46,2.0
2013,06.47,3.0
2013,06.48,6.0
2013,06.49,6.0
2013,06.50,5.0
2013,06.51,3.0
2013,06.53,1.0
2013,06.54,4.0
2013,06.55,2.0
2013,06.56,3.0
2013,06.57,3.0
2013,06.58,4.0
2013,06.59,3.0
2013,06.60,1.0
2013,06.61,5.0
2013,06.62,6.0
2013,06.63,4.0
2013,06.64,2.0
2013,06.65,5.0
2013,06.66,5.0
2013,06.67,6.0
2013,06.68,2.0
2013,06.70,2.0
2013,06.71,1.0
2013,06.72,1.0
2013,06.73,2.0
2013,06.76,2.0
2013,06.78,3.0
2013,06.79,4.0
2013,06.80,2.0
2013,06.81,3.0
2013,06.82,4.0
2013,06.84,2.0
2013,06.85,3.0
2013,06.86,1.0
2013,06.88,1.0
2013,06.89,2.0
2013,06.90,2.0
2013,06.91,2.0
2013,06.92,3.0
2013,06.93,3.0
2013,06.94,4.0
2013,06.95,5.0
2013,06.96,2.0
2013,06.97,3.0
2013,06.98,2.0
2013,06.99,2.0
2013,07.00,1.0
2013,07.01,1.0
2013,07.02,3.0
2013,07.03,1.0
2013,07.04,2.0
2013,07.05,1.0
2013,07.06,3.0
2013,07.07,1.0
2013,07.09,3.0
2013,07.10,2.0
2013,07.12,1.0
2013,07.13,3.0
2013,07.14,2.0
2013,07.15,1.0
2013,07.16,2.0
2013,07.17,1.0
2013,07.20,3.0
2013,07.21,1.0
2013,07.23,2.0
2013,07.24,1.0
2013,07.26,1.0
2013,07.27,3.0
2013,07.28,5.0
2013,07.29,2.0
2013,07.30,2.0
2013,07.31,2.0
2013,07.32,1.0
2013,07.34,1.0
2013,07.35,2.0
2013,07.36,2.0
2013,07.40,1.0
2013,07.41,3.0
2013,07.42,3.0
2013,07.43,3.0
2013,07.44,1.0
2013,07.45,1.0
2013,07.47,1.0
2013,07.49,1.0
2013,07.50,3.0
2013,07.52,5.0
2013,07.54,2.0
2013,07.55,3.0
2013,07.56,2.0
2013,07.57,1.0
2013,07.58,3.0
2013,07.60,4.0
2013,07.62,1.0
2013,07.63,2.0
2013,07.65,2.0
2013,07.66,3.0
2013,07.67,3.0
2013,07.68,3.0
2013,07.69,1.0
2013,07.70,1.0
2013,07.71,1.0
2013,07.74,2.0
2013,07.75,2.0
2013,07.76,2.0
2013,07.77,2.0
2013,07.79,1.0
2013,07.80,5.0
2013,07.81,2.0
2013,07.82,2.0
2013,07.83,3.0
2013,07.84,2.0
2013,07.86,1.0
2013,07.87,2.0
2013,07.88,1.0
2013,07.89,1.0
2013,07.91,2.0
2013,07.93,1.0
2013,07.94,2.0
2013,07.95,1.0
2013,07.96,2.0
2013,07.97,1.0
2013,07.98,3.0
2013,08.00,2.0
2013,08.01,1.0
2013,08.02,2.0
2013,08.03,2.0
2013,08.04,1.0
2013,08.05,1.0
2013,08.06,1.0
2013,08.08,1.0
2013,08.13,1.0
2013,08.16,1.0
2013,08.20,1.0
2013,08.21,1.0
2013,08.22,3.0
2013,08.23,1.0
2013,08.25,1.0
2013,08.28,1.0
2013,08.30,1.0
2013,08.33,3.0
2013,08.36,1.0
2013,08.38,1.0
2013,08.39,2.0
2013,08.40,1.0
2013,08.42,1.0
2013,08.44,2.0
2013,08.47,1.0
2013,08.49,2.0
2013,08.50,1.0
2013,08.53,1.0
2013,08.55,2.0
2013,08.56,1.0
2013,08.57,1.0
2013,08.64,1.0
2013,08.65,1.0
2013,08.73,2.0
2013,08.75,2.0
2013,08.77,1.0
2013,08.79,1.0
2013,08.86,2.0
2013,08.90,1.0
2013,08.91,1.0
2013,08.93,2.0
2013,08.95,1.0
2013,08.96,2.0
2013,08.97,1.0
2013,08.98,1.0
2013,09.00,1.0
2013,09.01,1.0
2013,09.02,1.0
2013,09.04,1.0
2013,09.26,1.0
2013,09.29,1.0
2013,09.44,1.0
2013,09.48,1.0
2013,09.53,1.0
2013,09.54,1.0
2013,09.67,1.0
2013,09.75,1.0
2013,09.76,1.0
2013,09.84,1.0
2013,09.95,1.0
2013,09.98,1.0
2013,10.00,1.0
2013,10.01,1.0
2013,10.19,1.0
2013,10.32,1.0
2013,10.55,1.0
2013,10.63,1.0
2013,10.95,1.0
2013,11.01,1.0
2013,11.05,1.0
2013,11.06,1.0
2013,11.12,1.0
2013,11.39,1.0
2013,11.59,1.0
2013,12.55,1.0
2013,12.78,1.0
2013,13.38,1.0
2013,16.29,1.0
2013,17.47,1.0
2013,22.83,1.0
2013,23.37,1.0
2013,99.99,1.0
2013,NA   ,2517833.0
